experimentId,variable1,variable2,outcomeMeasure,experimentDate,location,researcherId,controlFlag,anomalyFlag
E2875,16,Type B,50,2025-01-20,Lab 2,R1320,false,false
E2876,65,Type A,131,2025-04-07,Lab 3,R9635,false,false
E2877,6,Type D,19,2024-07-05,Lab 4,R3789,false,false
E2878,51,Type D,196,2024-05-31,Lab 3,R9956,false,false
E2879,22,Type D,22,2024-06-26,Lab 2,R6310,false,true
E2880,59,Type C,31,2025-03-23,Lab 4,R7305,false,false
E2881,90,Type D,14.4,2024-10-17,Lab 1,R7197,true,false
E2882,26,Type A,37,2025-04-21,Lab 1,R4220,false,false
E2883,59,Type B,128,2024-08-05,Lab 4,R9057,false,false
E2884,51,Type B,150,2024-07-28,Lab 2,R6178,false,false
E2885,99,Type A,119.7,2024-10-09,Lab 4,R5543,true,false
E2886,91,Type B,121,2024-08-08,Lab 2,R7915,false,false
E2887,41,Type D,25.2,2025-03-12,Lab 4,R9470,true,false
E2888,58,Type C,198,2024-11-13,Lab 2,R1234,false,false
E2889,44,Type C,116,2025-02-09,Lab 4,R7554,false,false
E2890,9,Type A,160,2024-07-12,Lab 1,R1155,false,false
E2891,49,Type C,132,2024-07-30,Lab 3,R1860,false,false
E2892,95,Type A,3,2025-01-02,Lab 1,R3713,false,false
E2893,34,Type B,345.6,2025-03-21,Lab 1,R5705,true,true
E2894,18,Type B,80.10000000000001,2025-03-28,Lab 4,R3462,true,false
E2895,67,Type A,144,2024-06-22,Lab 3,R7905,true,false
E2896,41,Type C,148,2025-03-01,Lab 2,R3355,false,false
E2897,46,Type A,150.3,2024-06-26,Lab 4,R6966,true,false
E2898,92,Type B,167,2024-06-17,Lab 1,R8622,false,false
E2899,81,Type D,14.4,2024-11-15,Lab 2,R3504,true,false
E2900,17,Type D,137.70000000000002,2025-03-02,Lab 1,R3487,true,false
E2901,72,Type B,190,2024-10-14,Lab 4,R3629,false,false
E2902,59,Type A,129.60000000000002,2024-11-04,Lab 1,R2331,true,true
E2903,41,Type B,178,2024-10-31,Lab 1,R1252,false,false
E2904,7,Type C,193,2025-05-23,Lab 2,R9525,false,false
E2905,84,Type C,38,2025-02-01,Lab 3,R2290,false,false
E2906,7,Type A,60,2024-07-27,Lab 1,R2046,false,false
E2907,56,Type C,64,2025-01-13,Lab 4,R3336,false,false
E2908,67,Type B,55,2024-11-05,Lab 1,R6521,false,false
E2909,9,Type A,98,2025-02-18,Lab 3,R7457,false,false
E2910,43,Type C,68,2025-04-24,Lab 3,R1206,false,false
E2911,36,Type C,63,2024-07-06,Lab 4,R1507,false,false
E2912,9,Type D,42,2024-09-25,Lab 1,R8218,false,false
E2913,100,Type C,91,2025-01-15,Lab 1,R5575,false,false
E2914,63,Type B,17,2025-01-19,Lab 4,R2674,false,false
E2915,96,Type A,7.2,2024-10-14,Lab 4,R4556,true,false
E2916,8,Type D,15.3,2024-05-29,Lab 1,R8945,true,false
E2917,93,Type C,56.7,2024-11-14,Lab 3,R6790,true,false
E2918,41,Type C,65,2025-01-08,Lab 4,R9559,false,false
E2919,76,Type D,179.1,2025-01-28,Lab 3,R5857,true,false
E2920,69,Type B,73,2024-08-03,Lab 2,R7708,false,false
E2921,19,Type A,48,2025-04-18,Lab 4,R6582,false,false
E2922,82,Type A,77.4,2024-09-25,Lab 2,R5418,true,false
E2923,12,Type C,189,2024-10-01,Lab 2,R4088,false,false
E2924,72,Type A,86,2025-03-14,Lab 4,R5447,false,false
E2925,46,Type B,195,2024-08-01,Lab 4,R3041,false,false
E2926,58,Type B,13.5,2024-06-17,Lab 4,R8858,true,false
E2927,96,Type A,172,2025-01-05,Lab 2,R4827,false,false
E2928,76,Type A,179,2024-10-03,Lab 2,R6014,false,false
E2929,71,Type A,32,2025-02-14,Lab 3,R8776,false,false
E2930,94,Type D,196,2024-11-10,Lab 2,R7342,false,false
E2931,18,Type C,183,2025-05-01,Lab 2,R5717,false,false
E2932,68,Type D,60,2025-02-08,Lab 4,R4867,false,false
E2933,68,Type A,185,2025-04-02,Lab 3,R8997,false,false
E2934,75,Type D,196,2024-11-26,Lab 3,R5777,false,false
E2935,74,Type C,171,2025-03-23,Lab 3,R1852,false,false
E2936,82,Type C,45,2024-08-16,Lab 4,R5947,true,false
E2937,8,Type D,150.3,2025-03-14,Lab 3,R3231,true,false
E2938,54,Type D,91,2024-12-02,Lab 4,R1316,false,false
E2939,45,Type A,184,2025-02-24,Lab 1,R4134,false,false
E2940,17,Type C,49,2024-10-24,Lab 3,R9496,false,false
E2941,2,Type A,181,2024-11-22,Lab 3,R1719,false,false
E2942,7,Type C,101,2025-05-14,Lab 2,R2590,false,false
E2943,52,Type D,30,2025-01-26,Lab 2,R7573,false,false
E2944,29,Type D,77.4,2025-01-08,Lab 2,R2962,true,false
E2945,46,Type A,41.4,2025-05-14,Lab 2,R8509,true,false
E2946,13,Type D,133,2025-02-10,Lab 2,R1629,false,false
E2947,63,Type B,101,2025-02-10,Lab 2,R1467,false,false
E2948,92,Type B,45,2024-12-06,Lab 2,R8704,true,false
E2949,71,Type A,68.4,2025-04-16,Lab 4,R2608,true,false
E2950,26,Type D,68,2024-12-31,Lab 2,R1763,false,false
E2951,42,Type D,156.6,2024-11-01,Lab 1,R1094,true,false
E2952,95,Type D,180,2025-05-07,Lab 3,R1976,false,false
E2953,80,Type C,101,2024-08-23,Lab 3,R8393,false,false
E2954,71,Type D,88,2024-09-12,Lab 1,R2783,false,false
E2955,14,Type D,522,2024-07-25,Lab 4,R4522,false,true
E2956,31,Type A,156,2024-12-21,Lab 4,R6372,false,false
E2957,89,Type B,151,2025-03-17,Lab 2,R3939,false,false
E2958,3,Type C,66,2025-05-12,Lab 3,R1600,false,false
E2959,19,Type A,321,2024-07-23,Lab 4,R8490,false,true
E2960,28,Type C,154,2024-06-24,Lab 4,R3294,false,false
E2961,69,Type A,65,2025-01-24,Lab 2,R9377,false,false
E2962,41,Type B,116,2025-01-19,Lab 2,R1543,false,false
E2963,34,Type D,95.4,2025-01-02,Lab 4,R3581,true,false
E2964,41,Type D,152,2025-05-12,Lab 3,R3600,false,false
E2965,49,Type A,118,2024-09-03,Lab 2,R7593,false,false
E2966,27,Type B,25,2025-01-09,Lab 2,R9354,false,false
E2967,59,Type D,1,2025-03-26,Lab 3,R3661,false,false
E2968,44,Type D,136,2024-08-26,Lab 1,R9409,false,false
E2969,40,Type D,37.800000000000004,2024-11-11,Lab 4,R8946,true,false
E2970,92,Type C,75,2025-04-25,Lab 3,R6255,false,false
E2971,5,Type D,276,2024-06-20,Lab 1,R4025,false,true
E2972,96,Type D,27,2025-05-09,Lab 4,R3377,false,false
E2973,96,Type D,294,2024-12-02,Lab 1,R9010,false,true
E2974,38,Type C,92,2024-09-15,Lab 3,R2390,false,false
E2975,64,Type C,66,2024-07-18,Lab 4,R8885,false,false
E2976,78,Type C,41,2024-07-17,Lab 2,R4401,false,false
E2977,21,Type D,93,2025-03-19,Lab 2,R9694,false,false
E2978,41,Type D,186,2025-02-08,Lab 2,R5437,false,false
E2979,28,Type A,98.10000000000001,2025-01-16,Lab 4,R6738,true,false
E2980,55,Type B,20,2024-09-30,Lab 3,R2463,false,false
E2981,17,Type D,182,2025-02-19,Lab 2,R4301,false,false
E2982,50,Type D,68.4,2024-08-14,Lab 3,R5509,true,false
E2983,54,Type B,65,2025-01-05,Lab 2,R8272,false,false
E2984,93,Type A,98,2025-05-19,Lab 1,R9510,false,false
E2985,56,Type A,160.20000000000002,2025-05-08,Lab 2,R8557,true,false
E2986,86,Type C,129.6,2025-01-16,Lab 4,R5897,true,false
E2987,34,Type D,144.9,2025-02-23,Lab 4,R1005,true,false
E2988,27,Type B,67,2025-03-04,Lab 4,R1322,false,false
E2989,63,Type B,113,2024-08-08,Lab 1,R9937,false,false
E2990,83,Type C,64.8,2024-10-27,Lab 3,R4164,true,false
E2991,84,Type B,57.6,2025-01-28,Lab 2,R1454,true,false
E2992,16,Type C,37.800000000000004,2025-02-23,Lab 4,R5934,true,false
E2993,31,Type C,73,2025-02-28,Lab 3,R9535,false,false
E2994,83,Type C,198,2024-06-02,Lab 4,R3013,false,false
E2995,34,Type D,94,2024-07-03,Lab 1,R5173,false,false
E2996,13,Type B,78,2025-03-24,Lab 3,R4519,false,false
E2997,93,Type A,182,2025-03-31,Lab 1,R6285,false,false
E2998,18,Type D,27.900000000000002,2024-12-02,Lab 4,R9014,true,false
E2999,22,Type B,462,2025-02-14,Lab 2,R2044,false,true
E3000,82,Type D,262,2024-06-10,Lab 4,R5924,false,true
E3001,1,Type C,113,2024-08-21,Lab 4,R7507,false,false
E3002,11,Type D,13.5,2024-07-22,Lab 3,R1723,true,false
E3003,57,Type C,93,2024-11-24,Lab 2,R5515,false,false
E3004,82,Type C,117,2025-01-08,Lab 2,R2847,false,false
E3005,71,Type A,41,2025-02-18,Lab 3,R9191,false,false
E3006,15,Type A,104,2025-02-05,Lab 2,R9090,false,false
E3007,79,Type B,19,2024-11-28,Lab 3,R5508,false,false
E3008,12,Type C,60,2025-03-12,Lab 4,R6430,false,false
E3009,15,Type D,96,2025-02-25,Lab 2,R2866,false,false
E3010,59,Type B,107,2024-10-22,Lab 2,R3535,false,false
E3011,4,Type B,28,2024-09-27,Lab 2,R5221,false,false
E3012,61,Type D,161.1,2024-12-19,Lab 4,R8613,true,false
E3013,67,Type A,147.6,2024-07-28,Lab 3,R9639,true,false
E3014,63,Type D,78,2024-06-12,Lab 1,R6277,false,false
E3015,18,Type A,144,2025-04-03,Lab 2,R2341,false,false
E3016,44,Type B,64.8,2025-02-20,Lab 1,R4009,true,false
E3017,91,Type B,17,2025-01-02,Lab 2,R4990,false,false
E3018,100,Type C,136,2024-08-13,Lab 3,R9161,false,false
E3019,0,Type A,133,2025-03-05,Lab 4,R8981,false,false
E3020,7,Type D,27,2024-09-16,Lab 1,R1945,false,false
E3021,55,Type B,177,2024-12-06,Lab 3,R8710,false,false
E3022,88,Type A,45.9,2025-01-22,Lab 1,R2036,true,false
E3023,30,Type C,18,2024-12-23,Lab 2,R4832,false,false
E3024,30,Type C,37,2025-05-05,Lab 1,R6311,false,false
E3025,75,Type D,58,2025-01-15,Lab 3,R4832,false,false
E3026,57,Type D,146,2025-02-23,Lab 2,R8157,false,false
E3027,10,Type A,2,2025-01-05,Lab 2,R7886,false,false
E3028,51,Type B,158.4,2024-08-23,Lab 1,R3842,true,false
E3029,34,Type D,198,2025-05-01,Lab 1,R1169,false,false
E3030,13,Type B,19,2024-10-30,Lab 4,R9790,false,false
E3031,8,Type C,93,2025-04-28,Lab 1,R5111,false,false
E3032,7,Type A,29,2024-07-25,Lab 2,R7714,false,false
E3033,29,Type A,95,2024-11-03,Lab 1,R6287,false,false
E3034,53,Type A,129,2024-12-16,Lab 4,R9548,false,false
E3035,68,Type B,9,2024-07-11,Lab 2,R2174,false,false
E3036,93,Type A,122,2025-03-25,Lab 4,R8433,false,false
E3037,48,Type C,130.5,2025-02-04,Lab 1,R6429,true,false
E3038,53,Type C,104,2024-10-26,Lab 1,R8831,false,false
E3039,26,Type A,140,2025-05-07,Lab 4,R1938,false,true
E3040,62,Type A,42,2025-02-15,Lab 2,R6349,false,false
E3041,65,Type C,29,2024-11-06,Lab 3,R4773,false,false
E3042,48,Type D,66,2025-04-24,Lab 4,R5086,false,false
E3043,100,Type C,92.7,2025-02-04,Lab 1,R4843,true,false
E3044,91,Type A,43,2025-04-07,Lab 1,R4630,false,false
E3045,84,Type A,27,2024-10-29,Lab 2,R2974,false,false
E3046,43,Type D,118,2024-05-31,Lab 1,R6601,false,false
E3047,4,Type C,101,2024-08-22,Lab 1,R3498,false,false
E3048,88,Type B,128,2024-06-04,Lab 2,R1768,false,false
E3049,3,Type C,167,2024-10-03,Lab 4,R3716,false,false
E3050,13,Type A,20,2024-10-17,Lab 4,R1300,false,false
E3051,28,Type B,62,2025-01-04,Lab 4,R1793,false,false
E3052,52,Type C,140,2024-08-02,Lab 4,R5731,false,false
E3053,23,Type C,123,2024-10-03,Lab 1,R6715,false,false
E3054,79,Type B,12,2025-05-17,Lab 2,R3354,false,false
E3055,69,Type B,158.4,2024-10-14,Lab 2,R9859,true,false
E3056,86,Type A,70,2025-04-11,Lab 1,R9534,false,false
E3057,29,Type C,70,2024-08-15,Lab 1,R6178,false,false
E3058,28,Type B,28,2025-02-23,Lab 1,R7592,false,false
E3059,6,Type B,141.3,2024-08-19,Lab 3,R4227,true,false
E3060,56,Type D,158,2025-05-03,Lab 3,R8248,false,false
E3061,51,Type D,34,2025-03-25,Lab 3,R1653,false,false
E3062,61,Type B,147,2025-04-20,Lab 4,R9076,false,false
E3063,66,Type C,9,2024-07-04,Lab 2,R2367,false,false
E3064,56,Type D,100,2025-04-25,Lab 1,R9101,false,false
E3065,67,Type A,174,2024-08-07,Lab 2,R2227,false,false
E3066,73,Type A,149,2024-12-03,Lab 2,R5967,false,false
E3067,20,Type A,7.2,2025-04-06,Lab 4,R2583,true,false
E3068,52,Type A,87,2024-11-14,Lab 3,R5553,false,false
E3069,83,Type D,42,2024-08-18,Lab 3,R3442,false,true
E3070,31,Type B,140,2024-07-23,Lab 4,R7664,false,false
E3071,52,Type A,188,2025-03-20,Lab 1,R4859,false,false
E3072,69,Type B,31,2024-06-16,Lab 1,R1756,false,false
E3073,27,Type C,51.300000000000004,2024-07-31,Lab 3,R5816,true,false
E3074,70,Type B,11,2024-09-30,Lab 1,R3028,false,false
E3075,8,Type A,20,2024-06-21,Lab 1,R3133,false,false
E3076,67,Type A,5,2024-12-20,Lab 2,R1364,false,false
E3077,37,Type D,181,2024-12-03,Lab 3,R5989,false,false
E3078,93,Type C,97,2025-04-23,Lab 2,R6192,false,false
E3079,54,Type A,40.5,2024-09-09,Lab 1,R4483,true,false
E3080,15,Type B,138,2024-10-02,Lab 3,R5489,false,false
E3081,17,Type D,148,2024-08-24,Lab 3,R2178,false,false
E3082,52,Type D,0,2024-07-23,Lab 2,R5707,false,false
E3083,78,Type A,59,2025-03-19,Lab 1,R3865,false,false
E3084,85,Type D,73,2025-05-08,Lab 3,R1442,false,false
E3085,53,Type B,165,2024-12-30,Lab 4,R9383,false,false
E3086,35,Type B,137,2024-09-04,Lab 1,R1987,false,false
E3087,1,Type D,18,2024-11-30,Lab 2,R6297,true,false
E3088,42,Type B,8,2024-09-05,Lab 3,R4589,false,false
E3089,41,Type C,63,2025-01-31,Lab 1,R2823,false,false
E3090,89,Type A,182,2025-01-20,Lab 4,R3580,false,false
E3091,21,Type D,52,2024-07-09,Lab 3,R5972,false,false
E3092,37,Type A,304,2025-01-11,Lab 4,R4681,false,true
E3093,11,Type B,120,2024-11-20,Lab 3,R6739,false,false
E3094,15,Type A,122,2024-06-28,Lab 2,R7761,false,false
E3095,31,Type A,125,2024-10-02,Lab 1,R1416,false,false
E3096,62,Type B,89,2024-07-09,Lab 3,R2258,false,false
E3097,31,Type A,128,2024-12-28,Lab 4,R5322,false,false
E3098,16,Type C,123,2024-07-01,Lab 2,R2874,false,false
E3099,11,Type C,51,2024-09-12,Lab 2,R6609,false,true
E3100,28,Type C,72,2025-05-07,Lab 3,R5888,true,false
E3101,56,Type D,103,2024-08-18,Lab 2,R5265,false,false
E3102,22,Type A,135.9,2024-08-04,Lab 1,R4910,true,false
E3103,67,Type C,51,2025-02-15,Lab 2,R5095,false,false
E3104,47,Type A,256,2025-03-31,Lab 2,R7462,false,true
E3105,80,Type A,29.7,2024-06-21,Lab 3,R3640,true,false
E3106,19,Type D,38,2025-05-09,Lab 1,R9652,false,false
E3107,12,Type A,121,2024-09-03,Lab 3,R2190,false,false
E3108,86,Type C,140,2024-12-30,Lab 1,R6694,false,false
E3109,37,Type C,20,2024-09-14,Lab 3,R5439,false,false
E3110,91,Type B,48,2024-09-08,Lab 1,R1382,false,false
E3111,97,Type B,28.8,2024-11-02,Lab 2,R3058,true,false
E3112,92,Type B,143,2024-12-29,Lab 3,R6431,false,false
E3113,50,Type B,132,2024-08-27,Lab 1,R4608,false,false
E3114,21,Type C,25,2024-11-28,Lab 3,R8712,false,false
E3115,100,Type A,44,2025-03-28,Lab 1,R2303,false,false
E3116,98,Type B,172,2024-07-01,Lab 3,R7727,false,false
E3117,16,Type D,145,2025-05-08,Lab 1,R5257,false,false
E3118,70,Type C,141,2025-01-07,Lab 3,R9955,false,false
E3119,37,Type C,60.300000000000004,2025-05-07,Lab 1,R5460,true,false
E3120,2,Type D,180,2024-12-21,Lab 3,R2053,true,false
E3121,25,Type C,87,2024-10-13,Lab 1,R3204,false,false
E3122,40,Type C,192,2025-05-14,Lab 4,R2234,false,false
E3123,85,Type B,19.8,2025-02-02,Lab 2,R8867,true,false
E3124,80,Type D,170,2024-10-26,Lab 4,R8253,false,false
E3125,35,Type D,102,2024-10-25,Lab 3,R3990,false,false
E3126,36,Type B,134.1,2025-03-15,Lab 2,R7706,true,false
E3127,9,Type D,66,2024-12-07,Lab 3,R2137,false,false
E3128,69,Type C,124,2025-04-20,Lab 3,R9666,false,false
E3129,53,Type C,167.4,2025-03-01,Lab 2,R6458,true,false
E3130,33,Type B,26.1,2024-10-02,Lab 1,R3770,true,false
E3131,68,Type D,168.3,2025-01-23,Lab 2,R2576,true,false
E3132,53,Type C,69,2024-10-08,Lab 4,R6194,false,true
E3133,20,Type B,172,2025-01-03,Lab 1,R1082,false,false
E3134,9,Type A,150.3,2024-06-25,Lab 3,R7440,true,false
E3135,28,Type A,109,2024-06-21,Lab 4,R8884,false,false
E3136,64,Type A,83,2025-03-18,Lab 1,R6934,false,false
E3137,64,Type C,52,2024-08-26,Lab 1,R3652,false,false
E3138,43,Type A,63,2024-10-07,Lab 3,R1596,false,false
E3139,47,Type A,44,2024-12-02,Lab 4,R7179,false,false
E3140,22,Type D,122,2025-02-08,Lab 1,R9601,false,false
E3141,44,Type A,168.3,2024-06-27,Lab 2,R7678,true,false
E3142,33,Type C,36,2024-09-20,Lab 2,R9539,false,false
E3143,87,Type C,171.9,2025-01-03,Lab 4,R9710,true,false
E3144,57,Type D,165.6,2025-03-15,Lab 3,R7993,true,false
E3145,33,Type C,175,2025-01-29,Lab 2,R2171,false,false
E3146,81,Type A,114,2024-08-21,Lab 2,R4285,false,true
E3147,96,Type B,71,2025-02-14,Lab 2,R5591,false,false
E3148,33,Type A,24,2025-01-21,Lab 3,R4251,false,false
E3149,90,Type A,27,2024-06-25,Lab 3,R5259,false,false
E3150,59,Type B,59,2024-06-29,Lab 2,R2666,false,false
E3151,64,Type D,141,2024-06-14,Lab 3,R1199,false,false
E3152,76,Type A,165,2025-02-10,Lab 3,R6221,false,false
E3153,2,Type A,138,2025-02-23,Lab 4,R5834,false,false
E3154,93,Type D,4,2024-12-29,Lab 4,R3052,false,false
E3155,21,Type B,139,2024-05-29,Lab 3,R8861,false,false
E3156,47,Type B,166,2025-05-18,Lab 1,R5810,false,true
E3157,87,Type D,110,2024-11-20,Lab 1,R2519,false,false
E3158,84,Type A,99,2024-09-01,Lab 1,R7829,false,false
E3159,19,Type A,111,2024-09-23,Lab 4,R2377,false,false
E3160,36,Type D,220,2025-02-15,Lab 2,R7467,false,true
E3161,35,Type C,111,2024-08-17,Lab 4,R3528,false,false
E3162,59,Type D,48,2024-09-26,Lab 3,R8765,false,true
E3163,48,Type A,161.1,2025-04-19,Lab 3,R2928,true,false
E3164,44,Type B,35,2025-04-07,Lab 1,R7700,false,false
E3165,77,Type A,196,2024-12-07,Lab 1,R3618,false,false
E3166,75,Type B,89,2024-06-26,Lab 3,R4706,false,false
E3167,91,Type B,59,2025-02-15,Lab 1,R5201,false,false
E3168,86,Type B,36,2025-03-26,Lab 3,R2772,false,false
E3169,13,Type A,85,2025-05-20,Lab 4,R2228,false,false
E3170,1,Type C,83.7,2025-02-22,Lab 2,R5377,true,false
E3171,38,Type A,136,2024-09-30,Lab 4,R4506,false,false
E3172,76,Type C,84,2024-11-28,Lab 3,R3465,false,false
E3173,72,Type A,34,2024-09-02,Lab 4,R6073,false,false
E3174,73,Type B,96,2025-05-21,Lab 1,R7939,false,false
E3175,49,Type B,50,2024-10-05,Lab 2,R3179,false,false
E3176,64,Type D,49,2024-11-24,Lab 1,R2547,false,false
E3177,39,Type A,100,2025-04-03,Lab 4,R6726,false,false
E3178,46,Type B,290,2024-10-18,Lab 4,R7983,false,true
E3179,98,Type A,47,2024-09-22,Lab 2,R4419,false,false
E3180,69,Type D,375,2025-03-23,Lab 2,R9966,false,true
E3181,37,Type C,128,2024-09-17,Lab 2,R6752,false,false
E3182,63,Type D,177,2025-03-20,Lab 4,R1836,false,false
E3183,57,Type C,86,2025-02-15,Lab 3,R8944,false,false
E3184,47,Type A,86,2025-03-27,Lab 1,R3093,false,false
E3185,37,Type A,62,2025-03-11,Lab 1,R4693,false,false
E3186,81,Type C,9.9,2025-01-04,Lab 3,R1950,true,false
E3187,24,Type D,87,2025-03-03,Lab 1,R3070,false,false
E3188,78,Type A,144,2024-12-09,Lab 2,R6424,false,true
E3189,69,Type C,99,2024-08-22,Lab 4,R2891,false,false
E3190,62,Type C,37,2024-06-08,Lab 2,R6394,false,false
E3191,67,Type B,171,2025-01-29,Lab 1,R2087,false,false
E3192,63,Type D,102,2024-12-30,Lab 3,R1248,false,false
E3193,35,Type D,142,2024-12-29,Lab 2,R9013,false,false
E3194,66,Type D,32.4,2024-09-15,Lab 3,R2183,true,false
E3195,92,Type C,99,2025-05-20,Lab 3,R5401,true,false
E3196,87,Type D,129,2025-01-14,Lab 4,R7050,false,false
E3197,71,Type C,78,2024-06-04,Lab 3,R2521,false,true
E3198,4,Type A,58,2024-10-15,Lab 2,R9058,false,false
E3199,33,Type D,150.3,2025-04-15,Lab 2,R6419,true,false
E3200,93,Type A,49.5,2024-08-30,Lab 2,R5691,true,false
E3201,59,Type B,169,2024-06-20,Lab 4,R8632,false,false
E3202,10,Type D,115,2025-02-05,Lab 1,R2364,false,false
E3203,41,Type A,165,2024-08-25,Lab 2,R5019,false,true
E3204,70,Type B,137.70000000000002,2024-07-03,Lab 4,R5280,true,false
E3205,89,Type B,141.3,2025-04-26,Lab 2,R9700,true,false
E3206,18,Type D,121,2025-05-05,Lab 1,R8641,false,false
E3207,47,Type D,13.5,2024-11-29,Lab 2,R8933,true,false
E3208,71,Type B,156,2024-05-29,Lab 4,R8631,false,true
E3209,18,Type D,28.8,2024-08-01,Lab 4,R3693,true,false
E3210,53,Type C,56.7,2024-07-28,Lab 4,R6941,true,false
E3211,58,Type B,338,2024-08-23,Lab 3,R3744,false,true
E3212,46,Type B,164,2025-05-08,Lab 2,R8182,false,false
E3213,73,Type A,48,2025-05-20,Lab 1,R7839,false,false
E3214,65,Type A,61,2025-04-06,Lab 1,R9764,false,false
E3215,81,Type A,43,2025-04-09,Lab 1,R3076,false,false
E3216,87,Type B,53,2024-11-18,Lab 3,R5772,false,false
E3217,97,Type A,86.4,2025-03-25,Lab 3,R1901,true,false
E3218,6,Type B,45,2024-07-09,Lab 4,R1437,false,false
E3219,82,Type B,183,2024-12-08,Lab 3,R3081,false,false
E3220,14,Type D,76,2024-09-05,Lab 2,R1763,false,false
E3221,10,Type D,126,2024-12-02,Lab 1,R8096,false,false
E3222,78,Type C,83,2024-12-28,Lab 4,R4619,false,false
E3223,86,Type D,164,2025-01-14,Lab 3,R4186,false,false
E3224,48,Type A,149,2024-11-29,Lab 4,R9147,false,false
E3225,50,Type B,97.2,2024-06-08,Lab 1,R9506,true,false
E3226,7,Type A,39,2024-06-17,Lab 4,R8486,false,false
E3227,88,Type D,95,2025-01-19,Lab 3,R6105,false,false
E3228,69,Type A,113,2025-02-07,Lab 3,R1982,false,false
E3229,41,Type B,116,2024-07-25,Lab 4,R1647,false,false
E3230,71,Type C,45,2025-01-16,Lab 3,R5163,false,false
E3231,86,Type A,108,2024-07-06,Lab 1,R3358,false,false
E3232,39,Type B,156,2024-10-19,Lab 2,R8493,false,false
E3233,96,Type B,150,2024-09-24,Lab 4,R7544,false,false
E3234,70,Type B,62,2024-12-20,Lab 1,R4626,false,false
E3235,19,Type B,24,2025-04-01,Lab 4,R7148,false,false
E3236,28,Type B,70,2024-12-20,Lab 4,R2411,false,false
E3237,27,Type A,143,2025-04-14,Lab 3,R6898,false,false
E3238,30,Type D,123,2025-02-16,Lab 4,R9965,false,false
E3239,25,Type D,65,2025-01-21,Lab 4,R3898,false,false
E3240,4,Type B,198,2025-04-21,Lab 2,R8045,false,true
E3241,75,Type B,53,2024-11-21,Lab 1,R1724,false,false
E3242,56,Type C,27,2024-07-27,Lab 3,R9807,false,false
E3243,17,Type D,26.1,2024-08-20,Lab 2,R8635,true,false
E3244,80,Type B,110,2025-03-13,Lab 1,R2270,false,false
E3245,42,Type D,74,2024-11-29,Lab 2,R7905,false,false
E3246,73,Type C,31,2024-08-04,Lab 4,R7138,false,false
E3247,7,Type A,98,2024-08-12,Lab 3,R5975,false,false
E3248,55,Type B,35.1,2024-06-28,Lab 4,R5841,true,false
E3249,99,Type A,3.6,2024-11-21,Lab 3,R2398,true,false
E3250,7,Type C,154,2024-06-19,Lab 3,R3479,false,false
E3251,72,Type A,152,2025-02-19,Lab 3,R9758,false,false
E3252,100,Type A,169,2025-01-17,Lab 3,R3004,false,false
E3253,5,Type A,106.2,2024-09-02,Lab 1,R4938,true,false
E3254,19,Type D,66,2025-03-25,Lab 2,R5159,false,false
E3255,88,Type B,0,2025-01-05,Lab 4,R8745,false,false
E3256,32,Type B,191,2024-11-23,Lab 3,R5335,false,false
E3257,49,Type D,22.5,2025-04-19,Lab 2,R5641,true,false
E3258,35,Type D,77,2024-07-31,Lab 3,R2063,false,false
E3259,74,Type C,11.700000000000001,2024-11-22,Lab 2,R3697,true,false
E3260,65,Type B,38,2025-02-14,Lab 4,R9395,false,false
E3261,11,Type D,134.1,2025-01-31,Lab 1,R6230,true,false
E3262,51,Type C,137.70000000000002,2025-03-12,Lab 3,R8699,true,false
E3263,66,Type B,80,2024-09-22,Lab 2,R7627,false,false
E3264,3,Type B,168,2024-09-26,Lab 2,R1940,false,false
E3265,2,Type D,152.1,2025-03-20,Lab 2,R2581,true,false
E3266,47,Type B,8,2024-05-26,Lab 4,R8038,false,false
E3267,43,Type C,99,2024-10-11,Lab 4,R5212,false,false
E3268,60,Type A,198,2024-11-25,Lab 4,R8229,false,false
E3269,53,Type C,143,2025-02-08,Lab 4,R7833,false,false
E3270,52,Type B,78,2025-04-27,Lab 4,R2365,false,false
E3271,63,Type A,63,2025-01-31,Lab 3,R4006,true,false
E3272,88,Type B,162.9,2025-02-17,Lab 3,R5294,true,false
E3273,55,Type B,64.80000000000001,2024-09-19,Lab 2,R4620,true,true
E3274,22,Type D,44.1,2025-04-02,Lab 4,R8552,true,false
E3275,57,Type A,10,2025-02-08,Lab 3,R3089,false,false
E3276,87,Type C,92,2025-03-06,Lab 2,R9018,false,false
E3277,13,Type A,134,2024-07-02,Lab 3,R3793,false,false
