transactionId,dateOfTransaction,accountId,transactionAmount,transactionType,location,accountBalanceAfter,customerSegment,fraudFlag
T1198,2024-06-07,A3718,4561,Deposit,New York,22757,SME,false
T1199,2025-05-18,A9148,835,Transfer,London,25692,SME,false
T1200,2024-08-29,A1779,1760,Withdrawal,London,83748,Retail,false
T1201,2025-03-01,A4835,1242,Withdrawal,New York,153,SME,false
T1202,2024-09-29,A6832,1075,Deposit,New York,96976,Corporate,false
T1203,2025-04-08,A9132,1776,Transfer,Sydney,64718,SME,false
T1204,2024-06-10,A9858,64,Deposit,Tokyo,76656,SME,false
T1205,2025-01-02,A5240,1031,Transfer,New York,45339,Corporate,false
T1206,2024-07-08,A8065,584,Transfer,London,27358,Corporate,false
T1207,2024-06-19,A6269,562,Withdrawal,New York,72814,Retail,false
T1208,2024-06-28,A5989,13065,Deposit,New York,70334,Retail,true
T1209,2024-09-09,A9149,2058,Deposit,Tokyo,55162,SME,false
T1210,2025-02-24,A8587,27,Withdrawal,Tokyo,34666,Corporate,false
T1211,2025-01-24,A2358,4279,Deposit,Tokyo,8389,Corporate,false
T1212,2024-11-01,A7944,4836,Withdrawal,New York,33815,Corporate,false
T1213,2024-12-23,A1189,4839,Withdrawal,Sydney,85122,Corporate,false
T1214,2025-01-29,A4327,4796,Transfer,Tokyo,51140,Retail,false
T1215,2025-03-26,A8344,3839,Transfer,New York,61985,SME,false
T1216,2024-12-14,A9559,3715,Transfer,Tokyo,28583,Retail,false
T1217,2024-06-11,A7121,1784,Withdrawal,Tokyo,50525,SME,false
T1218,2024-06-02,A3636,2834,Deposit,London,19662,SME,true
T1219,2025-01-20,A6156,4546,Withdrawal,London,83173,Corporate,false
T1220,2024-12-08,A7758,1941,Transfer,London,67148,Retail,false
T1221,2024-06-04,A7624,782,Deposit,Sydney,92236,SME,false
T1222,2025-03-23,A1348,2562,Deposit,Sydney,54635,Retail,false
T1223,2024-07-18,A4219,2995,Transfer,Tokyo,62370,Retail,false
T1224,2025-03-27,A4939,2181,Withdrawal,New York,17123,Retail,false
T1225,2025-03-16,A6525,2661,Transfer,London,31562,SME,false
T1226,2024-05-28,A2814,4480,Deposit,Tokyo,7602,Retail,false
T1227,2024-12-22,A9188,4303,Transfer,New York,1056,Corporate,false
T1228,2024-08-20,A9670,1628,Transfer,Sydney,7582,SME,false
T1229,2025-02-05,A1508,4735,Withdrawal,New York,51150,Corporate,false
T1230,2024-11-26,A5036,273,Deposit,New York,11015,SME,false
T1231,2024-09-29,A1124,1569,Transfer,Sydney,92692,Retail,false
T1232,2024-12-24,A9095,4646,Withdrawal,New York,50841,SME,false
T1233,2025-05-03,A3633,4327,Transfer,London,47536,Retail,false
T1234,2024-07-31,A9872,4162,Deposit,Sydney,93729,Corporate,false
T1235,2025-02-11,A7653,1427,Deposit,Tokyo,95623,Corporate,false
T1236,2024-07-30,A1736,3605,Deposit,New York,94766,Retail,false
T1237,2024-09-05,A2740,2937,Withdrawal,Sydney,6463,Retail,false
T1238,2025-04-16,A9088,1517,Deposit,Tokyo,23840,Retail,false
T1239,2024-07-01,A2674,4749,Deposit,Sydney,48637,Corporate,false
T1240,2024-09-14,A1752,1281,Transfer,London,19393,SME,false
T1241,2025-02-06,A9551,3770,Transfer,Tokyo,58000,SME,false
T1242,2025-05-05,A2818,3199,Transfer,Sydney,78790,Retail,false
T1243,2024-11-26,A4686,4250,Transfer,London,30229,SME,false
T1244,2024-06-29,A1309,108,Withdrawal,New York,6307,Corporate,false
T1245,2025-03-02,A4770,4115,Transfer,London,64687,SME,false
T1246,2025-05-23,A4041,4642,Transfer,New York,71635,Retail,false
T1247,2025-02-23,A4225,1594,Deposit,London,94922,Corporate,false
T1248,2024-07-19,A2459,2129,Withdrawal,New York,68494,Retail,false
T1249,2024-06-21,A6795,3982,Withdrawal,Sydney,6297,Retail,false
T1250,2024-06-30,A1858,1189,Deposit,Tokyo,97287,Corporate,false
T1251,2024-12-01,A1547,4831,Withdrawal,New York,31735,SME,false
T1252,2024-10-18,A7388,858,Deposit,New York,43370,SME,false
T1253,2025-01-04,A7951,1809,Withdrawal,Tokyo,14483,SME,false
T1254,2024-05-26,A7338,3843,Deposit,Sydney,55808,SME,false
T1255,2024-10-06,A5468,4269,Transfer,Tokyo,79295,SME,false
T1256,2024-08-05,A1561,4480,Withdrawal,New York,23678,Corporate,false
T1257,2025-01-26,A5873,1471,Withdrawal,London,7415,SME,false
T1258,2025-02-14,A5640,610,Transfer,New York,37125,Corporate,false
T1259,2025-03-02,A3839,3084,Deposit,New York,85880,SME,false
T1260,2024-07-11,A4136,4230,Transfer,London,19479,Retail,false
T1261,2024-06-20,A7514,3344,Withdrawal,Tokyo,35833,Corporate,false
T1262,2024-10-16,A1241,501,Deposit,London,60244,SME,false
T1263,2024-11-23,A3375,3599,Withdrawal,London,70317,Retail,false
T1264,2025-01-31,A8080,3299,Transfer,Tokyo,16062,SME,false
T1265,2024-12-09,A1763,296,Deposit,Sydney,89595,Corporate,false
T1266,2024-09-08,A2483,3916,Transfer,Tokyo,4981,Corporate,false
T1267,2025-04-13,A3475,351,Deposit,Sydney,60880,Corporate,false
T1268,2024-09-25,A4797,199,Deposit,Sydney,58880,SME,false
T1269,2024-07-31,A1805,1215,Transfer,London,48167,SME,false
T1270,2024-08-10,A1988,206,Deposit,New York,68014,Corporate,false
T1271,2024-12-09,A3890,1947,Withdrawal,London,24193,Corporate,false
T1272,2024-07-13,A1297,2693,Transfer,New York,78904,SME,false
T1273,2025-04-12,A3204,4358,Transfer,New York,66663,Retail,false
T1274,2024-12-26,A5474,2934,Deposit,Sydney,25693,Corporate,false
T1275,2025-04-24,A3430,2947,Deposit,New York,87670,Corporate,false
T1276,2024-07-10,A9562,4337,Withdrawal,London,76898,Corporate,false
T1277,2024-10-04,A8666,4504,Transfer,Sydney,7252,Corporate,false
T1278,2024-06-02,A3951,1111,Deposit,Sydney,44350,SME,false
T1279,2024-11-13,A2184,79,Withdrawal,London,34157,Retail,false
T1280,2025-03-07,A4524,1475,Withdrawal,New York,1220,Corporate,false
T1281,2024-05-26,A6870,3045,Transfer,New York,86318,Retail,false
T1282,2025-01-20,A7091,1930,Transfer,New York,70779,SME,false
T1283,2024-08-05,A3575,3449,Withdrawal,New York,45944,SME,false
T1284,2025-02-08,A4450,250,Deposit,Tokyo,92038,Retail,false
T1285,2024-10-28,A6634,3199,Withdrawal,Sydney,19547,SME,false
T1286,2024-07-15,A5979,3155,Deposit,New York,29503,Corporate,false
T1287,2024-12-02,A3643,1188,Transfer,Sydney,49666,Retail,false
T1288,2025-03-22,A5260,3771,Transfer,London,18894,SME,false
T1289,2024-09-24,A7510,2858,Transfer,New York,21857,SME,false
T1290,2025-01-07,A4947,1270,Transfer,Sydney,50335,SME,false
T1291,2024-05-26,A2914,1133,Withdrawal,Sydney,2189,Corporate,false
T1292,2024-10-20,A9399,531,Deposit,Sydney,51438,SME,false
T1293,2025-01-04,A9612,1176,Deposit,London,38434,SME,false
T1294,2025-02-17,A5305,995,Withdrawal,Tokyo,94004,Corporate,false
T1295,2025-04-19,A1578,1268,Deposit,Tokyo,18528,SME,false
T1296,2024-11-10,A1744,2350,Transfer,Sydney,25683,Corporate,false
T1297,2024-08-13,A4352,751,Deposit,New York,23869,Retail,false
T1298,2024-07-01,A2342,2380,Withdrawal,London,42710,Retail,false
T1299,2024-10-08,A4447,2526,Deposit,Sydney,42906,Corporate,false
T1300,2024-11-13,A8768,4898,Withdrawal,London,13440,Corporate,false
T1301,2024-10-11,A8329,612,Deposit,New York,34671,SME,false
T1302,2024-07-25,A5761,560,Withdrawal,London,79579,SME,false
T1303,2024-10-18,A7650,3979,Deposit,London,26138,Retail,false
T1304,2025-04-02,A5494,1128,Transfer,Tokyo,54070,Retail,false
T1305,2025-02-15,A6705,1538,Withdrawal,Tokyo,60430,Retail,false
T1306,2024-08-13,A3837,3557,Deposit,New York,85742,Retail,false
T1307,2025-01-14,A2517,38288,Deposit,London,121473,SME,true
T1308,2024-08-13,A7321,3491,Transfer,New York,78921,Corporate,false
T1309,2025-03-26,A5746,2499,Deposit,London,50797,Retail,false
T1310,2025-01-17,A3870,3957,Transfer,Sydney,4427,Retail,false
T1311,2025-03-15,A4878,1278,Deposit,Sydney,3942,Corporate,false
T1312,2025-04-30,A1027,4127,Transfer,London,49229,Retail,false
T1313,2025-03-16,A6873,1384,Transfer,New York,16140,Retail,false
T1314,2024-07-17,A6744,2485,Transfer,Tokyo,40232,Corporate,false
T1315,2024-10-24,A3406,1315,Transfer,Sydney,39280,SME,false
T1316,2025-03-29,A7675,2544,Withdrawal,New York,54131,Retail,false
T1317,2024-07-11,A8284,1032,Transfer,New York,46272,Retail,false
T1318,2024-12-15,A1791,681,Transfer,London,29174,Corporate,false
T1319,2024-08-09,A1533,10990,Transfer,New York,78938,Retail,true
T1320,2025-01-16,A7418,344,Deposit,New York,85495,SME,false
T1321,2024-08-31,A7072,4425,Withdrawal,Tokyo,19161,Retail,false
T1322,2024-06-08,A5563,3042,Deposit,London,39182,Corporate,false
T1323,2025-01-19,A1308,3621,Withdrawal,Sydney,43415,Retail,false
T1324,2024-08-20,A3458,1174,Transfer,Sydney,12285,SME,false
T1325,2024-10-01,A7583,19,Withdrawal,Tokyo,24156,Retail,false
T1326,2024-08-18,A6516,2817,Transfer,Tokyo,4455,Corporate,false
T1327,2024-11-07,A2258,4949,Withdrawal,London,33113,SME,false
T1328,2024-09-14,A3339,602,Transfer,Sydney,50264,SME,false
T1329,2025-01-17,A1569,3046,Withdrawal,Sydney,85599,Corporate,false
T1330,2024-12-10,A8748,4256,Transfer,Tokyo,10166,Retail,false
T1331,2025-04-17,A3690,723,Withdrawal,New York,56819,Retail,false
T1332,2025-01-18,A1574,1394,Deposit,New York,58768,Corporate,false
T1333,2024-12-19,A1563,4417,Transfer,Tokyo,29447,Retail,false
T1334,2024-10-03,A8841,1188,Withdrawal,Tokyo,11132,Retail,false
T1335,2025-01-27,A1464,4012,Withdrawal,Tokyo,11808,Retail,false
T1336,2024-11-13,A6233,4127,Transfer,Tokyo,-590,Corporate,false
T1337,2024-05-26,A1996,2819,Withdrawal,Sydney,88060,SME,false
T1338,2025-02-26,A3468,1485,Withdrawal,Tokyo,50990,Corporate,false
T1339,2024-11-26,A8498,2213,Deposit,New York,57572,Retail,false
T1340,2024-10-06,A9435,2376,Deposit,New York,33291,Retail,false
T1341,2025-01-20,A2782,4870,Deposit,Sydney,78960,Corporate,false
T1342,2024-11-12,A9458,210,Withdrawal,Tokyo,62832,Retail,false
T1343,2024-12-23,A7584,4241,Withdrawal,Sydney,11299,SME,false
T1344,2024-07-02,A1836,4812,Deposit,London,81375,Corporate,false
T1345,2024-09-12,A9620,4189,Withdrawal,New York,55498,SME,false
T1346,2025-03-02,A5263,5058,Deposit,New York,7106,Corporate,true
T1347,2025-01-25,A5822,2031,Transfer,Sydney,55746,Retail,false
T1348,2025-01-26,A9714,4126,Deposit,Tokyo,61765,Retail,false
T1349,2024-12-13,A1423,1220,Deposit,London,85587,Retail,false
T1350,2025-05-24,A1843,3560,Transfer,Sydney,57891,SME,false
T1351,2025-03-15,A1097,2087,Deposit,New York,20317,Corporate,false
T1352,2025-01-30,A5553,4491,Withdrawal,New York,13150,SME,false
T1353,2024-12-19,A7297,870,Withdrawal,Tokyo,15579,SME,false
T1354,2025-02-25,A2303,2349,Transfer,New York,15664,Retail,false
T1355,2024-09-18,A2033,2085,Transfer,New York,53887,Retail,false
T1356,2024-12-28,A6259,2576,Transfer,London,73422,Retail,false
T1357,2024-09-30,A4965,4225,Withdrawal,Tokyo,59832,Corporate,false
T1358,2024-09-02,A8017,4842,Deposit,New York,35260,SME,false
T1359,2025-04-19,A4555,3483,Deposit,New York,39908,Corporate,false
T1360,2025-01-26,A2719,1002,Transfer,London,47243,SME,false
T1361,2024-11-19,A7247,2067,Deposit,Sydney,23951,SME,false
T1362,2024-06-21,A6797,3504,Transfer,Sydney,81034,SME,false
T1363,2024-11-23,A8201,1702,Transfer,London,37520,SME,false
T1364,2025-05-20,A1466,3734,Withdrawal,New York,28181,Retail,false
T1365,2024-06-11,A8648,2084,Transfer,London,73888,Retail,false
T1366,2025-01-05,A4182,3592,Transfer,Sydney,59269,Retail,false
T1367,2025-03-28,A1792,536,Transfer,Tokyo,37667,Corporate,false
T1368,2024-11-22,A2440,461,Deposit,London,89706,Corporate,false
T1369,2024-11-26,A2321,266,Deposit,Tokyo,13229,Retail,false
T1370,2024-07-27,A5041,2434,Withdrawal,Sydney,84168,Corporate,false
T1371,2025-04-09,A1079,2457,Withdrawal,Sydney,93076,Retail,false
T1372,2024-10-02,A2797,3982,Transfer,Sydney,48319,Corporate,false
T1373,2024-07-10,A9193,3562,Withdrawal,London,10350,SME,false
T1374,2025-05-15,A8907,4318,Transfer,New York,63026,SME,false
T1375,2024-09-24,A3076,3405,Withdrawal,Sydney,76724,Corporate,false
T1376,2024-10-22,A1201,2109,Withdrawal,London,24998,Corporate,false
T1377,2025-04-06,A2560,16026,Deposit,Tokyo,22131,Retail,true
T1378,2025-05-21,A1609,1153,Transfer,New York,10051,Retail,false
T1379,2024-09-12,A4114,2232,Deposit,New York,54205,SME,false
T1380,2025-04-11,A2327,3494,Transfer,Tokyo,33318,Retail,false
T1381,2024-08-20,A2387,1172,Withdrawal,New York,92356,Retail,false
T1382,2024-12-05,A8889,1773,Deposit,London,97178,Corporate,false
T1383,2024-08-24,A5405,2211,Deposit,Sydney,47498,Corporate,false
T1384,2025-05-05,A9544,790,Transfer,New York,36774,Corporate,false
T1385,2024-11-29,A3834,3423,Withdrawal,London,59629,Retail,false
T1386,2025-03-15,A1111,4802,Deposit,London,58920,SME,false
T1387,2025-04-27,A9701,903,Transfer,Tokyo,65079,SME,false
T1388,2024-06-22,A8543,3090,Deposit,Sydney,8184,Retail,false
T1389,2025-02-21,A3075,1818,Withdrawal,New York,34920,Retail,false
T1390,2025-04-21,A9791,2512,Deposit,Sydney,24888,SME,false
T1391,2025-05-10,A7432,4443,Transfer,New York,91141,Retail,false
T1392,2024-09-25,A3859,2505,Deposit,New York,81682,Retail,false
T1393,2024-11-06,A1976,1676,Deposit,Tokyo,73177,SME,false
T1394,2024-07-21,A9902,154,Withdrawal,London,64276,Retail,false
T1395,2025-02-20,A4033,2854,Withdrawal,London,48129,Retail,false
T1396,2024-06-01,A4822,2550,Withdrawal,New York,69413,Retail,false
T1397,2025-02-06,A4865,4708,Transfer,New York,51584,Corporate,false
T1398,2025-04-01,A1431,3421,Transfer,Tokyo,51974,Corporate,false
T1399,2024-08-26,A9518,3494,Withdrawal,New York,10439,Retail,false
T1400,2025-03-11,A9587,209,Deposit,Sydney,7745,Retail,false
T1401,2025-01-30,A3938,829,Deposit,Tokyo,37120,Corporate,false
T1402,2025-02-15,A1050,3792,Transfer,Tokyo,16535,SME,false
T1403,2025-03-23,A5404,3410,Deposit,Sydney,31457,SME,false
T1404,2025-01-10,A5467,1989,Withdrawal,Tokyo,72486,SME,false
T1405,2024-10-26,A7672,4704,Withdrawal,Sydney,93741,Retail,false
T1406,2024-11-13,A3223,3638,Transfer,Tokyo,22389,SME,false
T1407,2024-07-12,A1834,2899,Withdrawal,Sydney,18049,SME,false
T1408,2025-05-04,A1743,3322,Withdrawal,London,73819,SME,false
T1409,2024-12-21,A3896,1407,Withdrawal,Tokyo,23793,Corporate,false
T1410,2024-12-26,A3235,261,Deposit,Tokyo,97124,Corporate,false
T1411,2025-04-11,A2380,4192,Deposit,New York,71944,Retail,false
T1412,2024-10-27,A2308,4230,Deposit,New York,49416,Corporate,false
T1413,2024-12-17,A9790,2823,Transfer,London,59536,SME,false
T1414,2025-02-04,A8122,3709,Transfer,New York,48922,SME,false
T1415,2024-11-02,A4311,3624,Transfer,Sydney,79710,Corporate,false
T1416,2025-05-21,A4763,4763,Transfer,London,92668,Corporate,false
T1417,2025-01-25,A8973,1957,Deposit,London,67283,Corporate,false
T1418,2024-08-09,A8756,4216,Transfer,Sydney,42686,Corporate,false
T1419,2024-09-14,A4087,1767,Deposit,New York,40534,Corporate,false
T1420,2024-12-11,A1122,2603,Withdrawal,Sydney,38909,Corporate,false
T1421,2024-10-07,A5372,3903,Transfer,London,27340,Retail,false
T1422,2024-10-02,A1679,611,Withdrawal,New York,36646,SME,false
T1423,2024-10-18,A4801,4286,Deposit,New York,10028,SME,false
T1424,2024-10-28,A8981,4725,Withdrawal,Tokyo,2632,Retail,false
T1425,2025-01-08,A1840,1487,Withdrawal,New York,44832,Corporate,false
T1426,2024-08-21,A7857,531,Deposit,Tokyo,84609,Retail,false
T1427,2024-12-29,A8416,1324,Transfer,Tokyo,18090,Retail,false
T1428,2025-05-04,A8007,17738,Withdrawal,London,-14693,SME,true
T1429,2024-11-29,A1564,978,Deposit,New York,9105,Corporate,false
T1430,2024-06-06,A2379,2500,Withdrawal,London,7854,Retail,false
T1431,2024-08-01,A3360,787,Withdrawal,London,9100,SME,false
T1432,2025-03-27,A5250,3033,Transfer,London,22052,SME,false
T1433,2024-11-18,A5269,2836,Withdrawal,London,47939,Corporate,false
T1434,2024-06-25,A3323,4368,Deposit,New York,64080,Corporate,false
T1435,2025-05-06,A2137,1984,Withdrawal,New York,40175,Retail,false
T1436,2024-07-27,A4806,76,Deposit,London,21930,Corporate,false
T1437,2024-07-26,A1406,1210,Transfer,Sydney,14153,SME,false
T1438,2024-10-16,A1418,3535,Transfer,New York,54173,SME,false
T1439,2024-10-12,A6104,3955,Deposit,Tokyo,93300,SME,false
T1440,2024-11-27,A4810,2217,Deposit,New York,88761,SME,false
T1441,2025-02-27,A7037,13,Transfer,Sydney,1547,SME,false
T1442,2024-10-04,A8457,4150,Withdrawal,Sydney,22277,SME,false
T1443,2024-06-13,A7675,2426,Withdrawal,Tokyo,71011,SME,false
T1444,2024-06-30,A9706,1157,Withdrawal,New York,51911,Retail,false
T1445,2025-02-24,A1349,246,Transfer,London,69425,SME,false
T1446,2025-03-31,A3317,3501,Transfer,New York,48164,SME,false
T1447,2025-03-17,A5292,437,Deposit,Sydney,52476,Corporate,false
T1448,2025-03-28,A6353,1503,Deposit,Tokyo,92337,Retail,false
T1449,2024-10-07,A4850,11576,Deposit,Tokyo,93371,Corporate,true
T1450,2024-10-22,A8142,2551,Withdrawal,London,70432,Retail,false
T1451,2024-11-19,A6503,1416,Transfer,Tokyo,76942,Corporate,false
T1452,2024-12-24,A9423,2246,Transfer,Tokyo,56942,SME,false
T1453,2024-08-27,A5322,1930,Withdrawal,Sydney,6229,Retail,false
T1454,2024-06-30,A2671,997,Withdrawal,London,64256,Corporate,false
T1455,2025-03-28,A4078,9226,Transfer,Sydney,10471,Retail,true
T1456,2024-07-26,A1962,4832,Deposit,New York,94647,SME,false
T1457,2024-11-26,A1374,634,Transfer,Tokyo,37859,Corporate,false
T1458,2024-06-17,A9516,3297,Transfer,Tokyo,20356,SME,false
T1459,2024-12-31,A2983,1240,Withdrawal,London,4242,Retail,false
T1460,2024-11-04,A1108,613,Withdrawal,London,53728,SME,false
T1461,2024-06-01,A5972,3294,Deposit,New York,58682,SME,false
T1462,2025-02-20,A3554,18,Withdrawal,New York,19496,Retail,false
T1463,2024-07-14,A7054,3738,Withdrawal,Sydney,43599,SME,false
T1464,2025-02-14,A7621,1956,Transfer,New York,20145,Retail,false
T1465,2025-04-11,A9440,373,Deposit,Sydney,65806,Retail,false
T1466,2024-06-05,A5148,3093,Withdrawal,London,19353,SME,false
T1467,2024-12-11,A2420,4201,Deposit,New York,5426,SME,false
T1468,2024-07-01,A1261,4847,Deposit,London,89318,Retail,false
T1469,2024-09-09,A1528,4310,Transfer,Sydney,-2053,SME,false
T1470,2024-10-05,A4567,3716,Transfer,Tokyo,34946,SME,false
T1471,2024-09-24,A6891,4225,Deposit,New York,66807,Retail,false
T1472,2025-03-06,A9483,208,Deposit,Sydney,97248,SME,false
T1473,2025-04-27,A2783,1283,Transfer,New York,45545,SME,false
T1474,2024-05-31,A9987,96,Deposit,Sydney,45012,SME,false
T1475,2024-11-11,A2587,3274,Transfer,New York,72779,SME,false
T1476,2025-03-23,A4863,42,Withdrawal,Tokyo,65419,Corporate,false
T1477,2024-06-24,A9586,405,Withdrawal,New York,9589,SME,false
T1478,2024-12-17,A9484,2618,Deposit,Sydney,13462,SME,false
T1479,2024-09-22,A7506,3563,Deposit,London,32001,Corporate,false
T1480,2024-12-22,A1705,2106,Deposit,New York,52073,Corporate,false
T1481,2025-01-16,A5464,2123,Deposit,London,94469,Retail,false
T1482,2025-03-12,A3590,4706,Transfer,Tokyo,72090,SME,false
T1483,2024-08-07,A9966,1579,Transfer,New York,66149,Retail,false
T1484,2024-05-25,A9392,2244,Withdrawal,Sydney,46151,Corporate,false
T1485,2025-01-21,A2561,755,Deposit,Sydney,73634,Retail,false
T1486,2025-03-17,A6705,946,Withdrawal,New York,97053,SME,false
T1487,2024-10-25,A7238,187,Deposit,New York,2596,Retail,false
T1488,2025-02-16,A5767,4292,Withdrawal,Sydney,17756,Retail,false
T1489,2024-10-09,A6025,3974,Deposit,Sydney,101686,Corporate,false
T1490,2024-11-17,A7449,2424,Transfer,Tokyo,70207,Retail,false
T1491,2025-05-01,A5672,2422,Deposit,New York,55270,SME,false
T1492,2024-11-02,A5311,464,Transfer,London,44917,Retail,false
T1493,2024-11-28,A3136,4220,Deposit,Sydney,13376,Corporate,false
T1494,2024-09-01,A9840,977,Transfer,Tokyo,26810,Retail,false
T1495,2025-04-01,A1127,2385,Withdrawal,London,9001,Retail,false
T1496,2025-04-30,A9516,3559,Withdrawal,London,72172,Retail,false
T1497,2025-01-22,A7789,1647,Transfer,Tokyo,8789,SME,false
T1498,2024-06-26,A1524,4327,Deposit,Tokyo,102389,Retail,false
T1499,2024-11-11,A8330,2597,Transfer,Tokyo,96525,Retail,false
T1500,2024-08-24,A4560,102,Transfer,Sydney,8124,SME,false
T1501,2025-04-28,A2941,3187,Withdrawal,Sydney,37782,Corporate,false
T1502,2024-12-24,A3977,3122,Withdrawal,New York,79030,SME,false
T1503,2025-01-01,A3992,4796,Withdrawal,London,73836,SME,false
T1504,2025-03-14,A3245,3971,Deposit,Sydney,82355,Retail,false
T1505,2025-03-05,A4372,592,Withdrawal,Sydney,41254,SME,false
T1506,2024-10-07,A7366,954,Withdrawal,Tokyo,48363,Corporate,false
T1507,2025-05-23,A3477,2656,Deposit,Sydney,49233,Corporate,false
T1508,2025-02-11,A1474,3551,Deposit,London,42660,Corporate,false
T1509,2025-01-24,A7802,3113,Deposit,Tokyo,22726,Retail,false
T1510,2024-11-25,A3130,1854,Transfer,London,12332,SME,false
T1511,2025-03-15,A4581,3427,Withdrawal,New York,40974,SME,false
T1512,2025-03-18,A9322,2594,Transfer,London,10784,Retail,false
T1513,2024-07-31,A8327,37,Transfer,Tokyo,85607,SME,false
T1514,2025-02-05,A5717,3875,Deposit,Tokyo,37447,Retail,false
T1515,2024-09-17,A5196,3520,Transfer,London,37098,Retail,false
T1516,2024-11-05,A8734,2379,Deposit,Tokyo,77572,Retail,false
T1517,2025-02-06,A3274,3233,Deposit,New York,77186,Retail,false
T1518,2025-03-14,A7855,3951,Withdrawal,Sydney,3020,Corporate,false
T1519,2024-07-22,A9091,153,Deposit,Tokyo,98390,Retail,false
T1520,2024-06-01,A9606,2221,Deposit,Tokyo,16207,SME,false
T1521,2025-03-01,A1323,1961,Deposit,London,84451,Corporate,false
T1522,2024-09-16,A1490,140,Deposit,Sydney,78109,SME,false
T1523,2024-06-24,A7340,4491,Transfer,New York,55598,Retail,false
T1524,2024-08-16,A5061,1965,Transfer,London,27743,SME,false
T1525,2024-08-12,A2935,3348,Transfer,Sydney,70745,SME,false
T1526,2024-06-12,A2554,4622,Withdrawal,Sydney,87316,Corporate,false
